@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
15217,'2023/06/12 23:35:36:417',24,6.313268,15.405286,28.700468,11.088046,36.055523,0,0,0,0,1
15218,'2023/06/12 23:35:36:440',24,5.979971,14.123055,27.760353,10.52827,35.653515,0,0,0,0,1
15219,'2023/06/12 23:35:36:451',24,6.062645,13.893113,28.007713,10.746606,36.662098,0,0,0,0,1
15220,'2023/06/12 23:35:36:464',24,6.744108,14.893273,36.982975,11.91591,46.252163,0,0,0,0,1
15221,'2023/06/12 23:35:36:486',24,7.077943,15.145135,38.368397,12.282074,49.720776,0,0,0,0,1
15222,'2023/06/12 23:35:36:498',24,6.130228,13.68298,30.982189,10.864407,46.040344,0,0,0,0,1
15223,'2023/06/12 23:35:36:509',24,6.176623,14.046292,31.39501,11.012408,44.74786,0,0,0,0,1
15224,'2023/06/12 23:35:36:533',24,6.107114,13.546227,31.297934,10.795757,38.528862,0,0,0,0,1
15225,'2023/06/12 23:35:36:544',24,6.082565,13.386065,30.094086,10.895873,37.696682,0,0,0,0,1
15226,'2023/06/12 23:35:36:568',24,6.177517,13.626789,29.579002,11.025142,38.348263,0,0,0,0,1
15227,'2023/06/12 23:35:36:579',24,6.310281,13.547515,29.820164,11.032455,38.096386,0,0,0,0,1
15228,'2023/06/12 23:35:36:591',24,6.534261,14.343487,30.475065,11.30647,39.312351,0,0,0,0,1
15229,'2023/06/12 23:35:36:614',24,6.708414,15.097983,31.149038,11.481606,39.76001,0,0,0,0,1
15230,'2023/06/12 23:35:36:626',24,6.735802,15.198187,31.589695,11.424845,40.149158,0,0,0,0,1
15231,'2023/06/12 23:35:36:638',24,6.763495,14.454249,30.96209,11.529946,40.304264,0,0,0,0,1
15232,'2023/06/12 23:35:36:661',24,6.665731,13.847236,28.974861,11.280524,37.171516,0,0,0,0,1
15233,'2023/06/12 23:35:36:672',24,5.631425,12.178617,30.388956,9.623228,39.71896,0,0,0,0,1
15234,'2023/06/12 23:35:36:684',24,5.579414,12.010073,34.432747,9.286925,50.871918,0,0,0,0,1
15235,'2023/06/12 23:35:36:707',24,5.885676,12.083454,58.232132,9.678042,86.251457,0,0,0,0,1
15236,'2023/06/12 23:35:36:718',24,5.088938,9.823604,68.705688,8.250289,92.507774,0,0,0,0,1
15237,'2023/06/12 23:35:36:731',24,4.474767,8.397116,52.359814,7.205791,65.129265,0,0,0,0,1
15238,'2023/06/12 23:35:36:753',24,4.481798,8.320511,30.381054,7.138516,50.127514,0,0,0,0,1
15239,'2023/06/12 23:35:36:765',24,5.666365,7.525615,22.448496,11.333377,53.519485,0,0,0,0,1
15240,'2023/06/12 23:35:36:777',24,6.473989,7.457052,24.222992,16.169962,29.333426,0,0,0,0,1
15241,'2023/06/12 23:35:36:800',24,7.240236,6.589427,32.524548,12.951685,32.649654,0,0,0,0,1
15242,'2023/06/12 23:35:36:811',24,9.897837,5.708558,28.244972,7.933028,28.959415,0,0,0,0,1
15243,'2023/06/12 23:35:36:823',24,13.983167,10.81447,22.354454,5.415364,23.364662,0,0,0,0,1
15244,'2023/06/12 23:35:36:847',24,16.539679,13.690487,22.312796,5.542827,20.373737,0,0,0,0,1
15245,'2023/06/12 23:35:36:858',24,17.510895,10.631177,20.69838,8.32058,17.40097,0,0,0,0,1
15246,'2023/06/12 23:35:36:869',24,16.544781,12.934212,13.336534,7.914738,9.927718,0,0,0,0,1
15247,'2023/06/12 23:35:36:893',24,19.692457,21.501408,11.772331,5.55547,5.01022,0,0,0,0,1
15248,'2023/06/12 23:35:36:904',24,28.656403,23.898846,19.40773,4.430007,6.32658,0,0,0,0,1
15249,'2023/06/12 23:35:36:916',24,26.752937,17.789948,21.358913,9.269073,7.574338,0,0,0,0,1
15250,'2023/06/12 23:35:36:939',24,14.37708,9.223426,18.14653,12.338934,6.1002,0,0,0,0,1
15251,'2023/06/12 23:35:36:951',24,5.263543,4.854302,12.607669,7.642967,3.514491,0,0,0,0,1
15252,'2023/06/12 23:35:36:974',24,2.038436,1.739208,2.646327,1.342121,0.622229,0,0,0,0,1
15253,'2023/06/12 23:35:36:986',24,0.670839,0.57338,0.688832,0.308947,0.295925,0,0,0,0,1
15254,'2023/06/12 23:35:36:998',24,0.023337,0.009201,0.333631,0.062912,0.163117,0,0,0,0,1
15255,'2023/06/12 23:35:37:020',24,0.00528,0.001789,0.202023,0.015947,0.098848,0,0,0,0,1
15256,'2023/06/12 23:35:37:032',24,0.001412,0.000832,0.122219,0.004641,0.060534,0,0,0,0,1
15257,'2023/06/12 23:35:37:043',24,0.000375,0.000391,0.071956,0.001522,0.037111,0,0,0,0,1
15258,'2023/06/12 23:35:37:067',24,0.000098,0.000187,0.044031,0.000533,0.02273,0,0,0,0,1
15259,'2023/06/12 23:35:37:081',24,0.000026,0.000089,0.02624,0.000192,0.013916,0,0,0,0,1
15260,'2023/06/12 23:35:37:090',24,0.000007,0.000042,0.01561,0.00007,0.008507,0,0,0,0,1
15261,'2023/06/12 23:35:37:114',24,0.000002,0.00002,0.009557,0.000026,0.005194,0,0,0,0,1
15262,'2023/06/12 23:35:37:125',24,0,0.000009,0.005632,0.00001,0.003166,0,0,0,0,1
15263,'2023/06/12 23:35:37:137',24,0,0.000004,0.003402,0.000004,0.001928,0,0,0,0,1
15264,'2023/06/12 23:35:37:159',24,0,0.000002,0.00206,0.000001,0.001171,0,0,0,0,1
15265,'2023/06/12 23:35:37:171',24,0,0.000001,0.001212,0.000001,0.000712,0,0,0,0,1
15266,'2023/06/12 23:35:37:183',24,0,0,0.000742,0,0.000433,0,0,0,0,1
15267,'2023/06/12 23:35:37:206',24,0,0,0.000442,0,0.000264,0,0,0,0,1
15268,'2023/06/12 23:35:37:219',24,0,0,0.000263,0,0.000161,0,0,0,0,1
15269,'2023/06/12 23:35:37:229',24,0,0,0.000161,0,0.000098,0,0,0,0,1
15270,'2023/06/12 23:35:37:253',24,0,0,0.000095,0,0.00006,0,0,0,0,1
15271,'2023/06/12 23:35:37:264',24,0,0,0.000057,0,0.000037,0,0,0,0,1
15272,'2023/06/12 23:35:37:276',24,0,0,0.000035,0,0.000023,0,0,0,0,1
15273,'2023/06/12 23:35:37:299',24,0,0,0.00002,0,0.000014,0,0,0,0,1
15274,'2023/06/12 23:35:37:311',24,0,0,0.000012,0,0.000008,0,0,0,0,1
15275,'2023/06/12 23:35:37:322',24,0,0,0.000007,0,0.000005,0,0,0,0,1
15276,'2023/06/12 23:35:37:346',24,0,0,0.000004,0,0.000003,0,0,0,0,1
15277,'2023/06/12 23:35:37:357',24,0,0,0.000003,0,0.000002,0,0,0,0,1
15278,'2023/06/12 23:35:37:381',24,0,0,0.000002,0,0.000001,0,0,0,0,1
15279,'2023/06/12 23:35:37:392',24,0,0,0.000001,0,0.000001,0,0,0,0,1
15280,'2023/06/12 23:35:37:403',24,0,0,0.000001,0,0,0,0,0,0,1
15281,'2023/06/12 23:35:37:427',24,0,0,0,0,0,0,0,0,0,1
15282,'2023/06/12 23:35:37:438',24,0,0,0,0,0,0,0,0,0,1
15283,'2023/06/12 23:35:37:450',24,0,0,0,0,0,0,0,0,0,1
15284,'2023/06/12 23:35:37:473',24,0,0,0,0,0,0,0,0,0,1
15285,'2023/06/12 23:35:37:485',24,0,0,0,0,0,0,0,0,0,1
15286,'2023/06/12 23:35:37:497',24,0,0,0,0,0,0,0,0,0,1
15287,'2023/06/12 23:35:37:519',24,0,0,0,0,0,0,0,0,0,1
15288,'2023/06/12 23:35:37:531',24,0,0,0,0,0,0,0,0,0,1
15289,'2023/06/12 23:35:37:543',24,0,0,0,0,0,0,0,0,0,1
15290,'2023/06/12 23:35:37:566',24,0,0,0,0,0,0,0,0,0,1
15291,'2023/06/12 23:35:37:578',24,0,0,0,0,0,0,0,0,0,1
15292,'2023/06/12 23:35:37:589',24,0,0,0,0,0,0,0,0,0,1
15293,'2023/06/12 23:35:37:613',24,0,0,0,0,0,0,0,0,0,1
15294,'2023/06/12 23:35:37:624',24,0,0,0,0,0,0,0,0,0,1
15295,'2023/06/12 23:35:37:635',24,0,0,0,0,0,0,0,0,0,1
15296,'2023/06/12 23:35:37:659',24,0,0,0,0,0,0,0,0,0,1
15297,'2023/06/12 23:35:37:671',24,0,0,0,0,0,0,0,0,0,1
15298,'2023/06/12 23:35:37:683',24,0,0,0,0,0,0,0,0,0,1
15299,'2023/06/12 23:35:37:705',24,0,0,0,0,0,0,0,0,0,1
15300,'2023/06/12 23:35:37:717',24,0,0,0,0,0,0,0,0,0,1
15301,'2023/06/12 23:35:37:728',24,0,0,0,0,0,0,0,0,0,1
15302,'2023/06/12 23:35:37:752',24,0,0,0,0,0,0,0,0,0,1
15303,'2023/06/12 23:35:37:763',24,0,0,0,0,0,0,0,0,0,1
15304,'2023/06/12 23:35:37:775',24,0,0,0,0,0,0,0,0,0,1
15305,'2023/06/12 23:35:37:799',24,0,0,0,0,0,0,0,0,0,1
15306,'2023/06/12 23:35:37:810',24,0,0,0,0,0,0,0,0,0,1
15307,'2023/06/12 23:35:37:833',24,0,0,0,0,0,0,0,0,0,1
15308,'2023/06/12 23:35:37:845',24,0,0,0,0,0,0,0,0,0,1
15309,'2023/06/12 23:35:37:856',24,0,0,0,0,0,0,0,0,0,1
15310,'2023/06/12 23:35:37:880',24,0,0,0,0,0,0,0,0,0,1
15311,'2023/06/12 23:35:37:891',24,0,0,0,0,0,0,0,0,0,1
15312,'2023/06/12 23:35:37:903',24,0,0,0,0,0,0,0,0,0,1
15313,'2023/06/12 23:35:37:926',24,0,0,0,0,0,0,0,0,0,1
15314,'2023/06/12 23:35:37:938',24,0,0,0,0,0,0,0,0,0,1
15315,'2023/06/12 23:35:37:949',24,0,0,0,0,0,0,0,0,0,1
15316,'2023/06/12 23:35:37:972',24,0,0,0,0,0,0,0,0,0,1
15317,'2023/06/12 23:35:37:984',24,0,0,0,0,0,0,0,0,0,1
15318,'2023/06/12 23:35:37:996',24,0,0,0,0,0,0,0,0,0,1
15319,'2023/06/12 23:35:38:019',24,0,0,0,0,0,0,0,0,0,1
15320,'2023/06/12 23:35:38:030',24,0,0,0,0,0,0,0,0,0,1
15321,'2023/06/12 23:35:38:042',24,0,0,0,0,0,0,0,0,0,1
15322,'2023/06/12 23:35:38:066',24,0,0,0,0,0,0,0,0,0,1
15323,'2023/06/12 23:35:38:077',24,0,0,0,0,0,0,0,0,0,1
15324,'2023/06/12 23:35:38:088',24,0,0,0,0,0,0,0,0,0,1
15325,'2023/06/12 23:35:38:112',24,0,0,0,0,0,0,0,0,0,1
15326,'2023/06/12 23:35:38:123',24,0,0,0,0,0,0,0,0,0,1
15327,'2023/06/12 23:35:38:135',24,0,0,0,0,0,0,0,0,0,1
15328,'2023/06/12 23:35:38:158',24,0,0,0,0,0,0,0,0,0,1
15329,'2023/06/12 23:35:38:170',24,0,0,0,0,0,0,0,0,0,1
15330,'2023/06/12 23:35:38:182',24,0,0,0,0,0,0,0,0,0,1
15331,'2023/06/12 23:35:38:204',24,0,0,0,0,0,0,0,0,0,1
15332,'2023/06/12 23:35:38:216',24,0,0,0,0,0,0,0,0,0,1
15333,'2023/06/12 23:35:38:239',24,0,0,0,0,0,0,0,0,0,1
15334,'2023/06/12 23:35:38:251',24,0,0,0,0,0,0,0,0,0,1
15335,'2023/06/12 23:35:38:263',24,0,0,0,0,0,0,0,0,0,1
15336,'2023/06/12 23:35:38:286',24,0,0,0,0,0,0,0,0,0,1
15337,'2023/06/12 23:35:38:297',24,0,0,0,0,0,0,0,0,0,1
15338,'2023/06/12 23:35:38:309',24,0,0,0,0,0,0,0,0,0,1
15339,'2023/06/12 23:35:38:333',24,0,0,0,0,0,0,0,0,0,1
15340,'2023/06/12 23:35:38:344',24,0,0,0,0,0,0,0,0,0,1
15341,'2023/06/12 23:35:38:356',24,0,0,0,0,0,0,0,0,0,1
15342,'2023/06/12 23:35:38:379',24,0,0,0,0,0,0,0,0,0,1
15343,'2023/06/12 23:35:38:390',24,0,0,0,0,0,0,0,0,0,1
15344,'2023/06/12 23:35:38:402',24,0,0,0,0,0,0,0,0,0,1
15345,'2023/06/12 23:35:38:425',24,0,0,0,0,0,0,0,0,0,1
15346,'2023/06/12 23:35:38:437',24,0,0,0,0,0,0,0,0,0,1
15347,'2023/06/12 23:35:38:449',24,0,0,0,0,0,0,0,0,0,1
15348,'2023/06/12 23:35:38:472',24,0,0,0,0,0,0,0,0,0,1
15349,'2023/06/12 23:35:38:483',24,0,0,0,0,0,0,0,0,0,1
15350,'2023/06/12 23:35:38:495',24,0,0,0,0,0,0,0,0,0,1
15351,'2023/06/12 23:35:38:518',24,0,0,0,0,0,0,0,0,0,1
15352,'2023/06/12 23:35:38:530',24,0,0,0,0,0,0,0,0,0,1
15353,'2023/06/12 23:35:38:541',24,0,0,0,0,0,0,0,0,0,1
15354,'2023/06/12 23:35:38:565',24,0,0,0,0,0,0,0,0,0,1
15355,'2023/06/12 23:35:38:576',24,0,0,0,0,0,0,0,0,0,1
15356,'2023/06/12 23:35:38:588',24,0,0,0,0,0,0,0,0,0,1
15357,'2023/06/12 23:35:38:611',24,0,0,0,0,0,0,0,0,0,1
15358,'2023/06/12 23:35:38:623',24,0,0,0,0,0,0,0,0,0,1
15359,'2023/06/12 23:35:38:646',24,0,0,0,0,0,0,0,0,0,1
15360,'2023/06/12 23:35:38:657',24,0,0,0,0,0,0,0,0,0,1
15361,'2023/06/12 23:35:38:669',24,0,0,0,0,0,0,0,0,0,1
15362,'2023/06/12 23:35:38:692',24,0,0,0,0,0,0,0,0,0,1
15363,'2023/06/12 23:35:38:704',24,0,0,0,0,0,0,0,0,0,1
15364,'2023/06/12 23:35:38:716',24,0,0,0,0,0,0,0,0,0,1
15365,'2023/06/12 23:35:38:739',24,0.35638,0.396564,0.268667,0.579526,0.347051,0,0,0,0,1
15366,'2023/06/12 23:35:38:750',24,2.373736,5.623294,11.646847,4.761668,14.30111,0,0,0,0,1
15367,'2023/06/12 23:35:38:762',24,6.698626,13.962111,30.992321,11.683084,36.431156,0,0,0,0,1
15368,'2023/06/12 23:35:38:785',24,14.050911,20.725628,36.606339,15.870813,42.930977,0,0,0,0,1
15369,'2023/06/12 23:35:38:797',24,20.488918,26.056263,37.639759,19.568354,45.274433,0,0,0,0,1
15370,'2023/06/12 23:35:38:808',24,23.218082,28.268347,34.089092,19.807579,47.657093,0,0,0,0,1
15371,'2023/06/12 23:35:38:832',24,21.624153,27.476545,31.584002,20.191019,40.002716,0,0,0,0,1
15372,'2023/06/12 23:35:38:843',24,21.459209,26.026644,34.567398,22.256958,37.131332,0,0,0,0,1
15373,'2023/06/12 23:35:38:855',24,22.384911,25.877022,34.179565,21.47773,39.06995,0,0,0,0,1
15374,'2023/06/12 23:35:38:878',24,20.727594,23.68889,32.010113,21.605291,42.110893,0,0,0,0,1
15375,'2023/06/12 23:35:38:889',24,20.263111,23.658482,33.088585,20.78578,44.305,0,0,0,0,1
15376,'2023/06/12 23:35:38:901',24,20.169682,22.349371,32.965771,19.98241,40.99572,0,0,0,0,1
15377,'2023/06/12 23:35:38:924',24,19.174067,23.486774,29.060188,22.456011,37.07082,0,0,0,0,1
15378,'2023/06/12 23:35:38:936',24,18.666475,26.436293,28.741634,24.589268,37.323944,0,0,0,0,1
15379,'2023/06/12 23:35:38:948',24,18.753452,28.011566,29.586439,23.787901,37.805321,0,0,0,0,1
15380,'2023/06/12 23:35:38:971',24,17.313368,27.886444,28.266012,19.719889,34.792648,0,0,0,0,1
15381,'2023/06/12 23:35:38:982',24,18.204046,28.111994,28.956797,18.126881,36.436596,0,0,0,0,1
15382,'2023/06/12 23:35:38:994',24,20.08185,26.82996,31.109838,20.986448,38.769749,0,0,0,0,1
15383,'2023/06/12 23:35:39:017',24,18.853954,27.191107,30.298302,25.702908,36.961765,0,0,0,0,1
15384,'2023/06/12 23:35:39:029',24,18.515162,27.672623,31.281069,22.908781,39.510635,0,0,0,0,1
15385,'2023/06/12 23:35:39:052',24,18.394724,25.821051,32.426785,21.307835,41.689232,0,0,0,0,1
15386,'2023/06/12 23:35:39:064',24,16.998211,26.245611,31.47661,21.57287,39.732716,0,0,0,0,1
15387,'2023/06/12 23:35:39:075',24,16.934948,27.56146,32.836143,21.020853,42.261391,0,0,0,0,1
15388,'2023/06/12 23:35:39:099',24,16.450733,26.551922,35.294617,22.206215,44.85524,0,0,0,0,1
15389,'2023/06/12 23:35:39:110',24,14.524341,23.027237,34.235809,21.065002,42.614532,0,0,0,0,1
15390,'2023/06/12 23:35:39:122',24,16.18639,22.207886,34.061535,19.74332,44.662716,0,0,0,0,1
15391,'2023/06/12 23:35:39:145',24,18.118422,21.120972,36.152039,18.652058,47.455742,0,0,0,0,1
15392,'2023/06/12 23:35:39:157',24,17.443399,21.187748,33.511089,17.92631,42.620632,0,0,0,0,1
15393,'2023/06/12 23:35:39:168',24,18.144474,22.18457,32.490089,18.315817,43.271751,0,0,0,0,1
15394,'2023/06/12 23:35:39:191',24,18.445328,22.937408,33.756287,18.826439,45.246761,0,0,0,0,1
15395,'2023/06/12 23:35:39:203',24,18.249352,22.881126,30.571922,18.621723,39.349384,0,0,0,0,1
15396,'2023/06/12 23:35:39:215',24,19.673124,23.328152,31.233755,17.463249,41.610798,0,0,0,0,1
15397,'2023/06/12 23:35:39:238',24,19.37541,23.191462,34.183872,16.954245,44.631741,0,0,0,0,1
15398,'2023/06/12 23:35:39:249',24,19.856941,22.445591,32.925262,17.63307,42.074043,0,0,0,0,1
15399,'2023/06/12 23:35:39:261',24,19.649723,23.707096,31.079805,19.722534,40.671108,0,0,0,0,1
15400,'2023/06/12 23:35:39:284',24,20.551596,24.334963,32.203732,19.987082,42.716881,0,0,0,0,1
15401,'2023/06/12 23:35:39:296',24,20.788162,26.798819,30.285618,17.653538,39.827049,0,0,0,0,1
15402,'2023/06/12 23:35:39:307',24,20.614029,27.996073,30.670389,17.067732,38.462971,0,0,0,0,1
15403,'2023/06/12 23:35:39:331',24,20.868494,28.078236,36.19273,21.540407,43.838902,0,0,0,0,1
15404,'2023/06/12 23:35:39:342',24,20.200302,26.183735,30.985651,24.499828,40.18861,0,0,0,0,1
15405,'2023/06/12 23:35:39:354',24,19.272604,25.085085,31.760962,20.567854,42.833866,0,0,0,0,1
15406,'2023/06/12 23:35:39:377',24,19.076525,25.56916,35.675495,18.913328,48.077644,0,0,0,0,1
15407,'2023/06/12 23:35:39:389',24,19.524456,26.179853,33.43063,21.917761,43.311321,0,0,0,0,1
15408,'2023/06/12 23:35:39:401',24,19.953333,27.066668,31.08268,26.867157,39.049099,0,0,0,0,1
15409,'2023/06/12 23:35:39:424',24,20.291224,27.661409,34.064701,25.104031,42.277946,0,0,0,0,1
15410,'2023/06/12 23:35:39:435',24,19.187471,26.209698,32.69141,21.50462,41.243649,0,0,0,0,1
15411,'2023/06/12 23:35:39:447',24,15.299627,24.090553,32.072773,22.043291,40.591438,0,0,0,0,1
15412,'2023/06/12 23:35:39:470',24,12.339918,22.647512,36.156208,22.743427,45.109379,0,0,0,0,1
15413,'2023/06/12 23:35:39:481',24,11.391712,22.246538,36.693607,21.277214,44.438351,0,0,0,0,1
15414,'2023/06/12 23:35:39:505',24,12.626691,23.191454,35.540417,19.965683,46.857052,0,0,0,0,1
15415,'2023/06/12 23:35:39:516',24,14.564158,24.112463,36.810726,20.169851,52.260654,0,0,0,0,1
15416,'2023/06/12 23:35:39:528',24,15.185728,25.676395,36.164356,19.981869,49.339397,0,0,0,0,1
15417,'2023/06/12 23:35:39:551',24,14.993979,26.808084,33.724621,20.043493,42.714489,0,0,0,0,1
15418,'2023/06/12 23:35:39:563',24,15.603437,26.094173,37.630013,23.617279,46.513649,0,0,0,0,1
15419,'2023/06/12 23:35:39:574',24,15.947162,26.936506,37.112141,23.931734,47.156578,0,0,0,0,1
15420,'2023/06/12 23:35:39:598',24,15.760036,26.791021,33.777454,23.367828,43.696751,0,0,0,0,1
15421,'2023/06/12 23:35:39:609',24,17.755747,27.127836,33.409622,24.448782,44.639816,0,0,0,0,1
15422,'2023/06/12 23:35:39:621',24,19.194344,27.611181,32.494377,21.90729,43.158337,0,0,0,0,1
15423,'2023/06/12 23:35:39:644',24,18.512608,28.574074,30.712717,17.615309,40.406063,0,0,0,0,1
15424,'2023/06/12 23:35:39:656',24,18.228561,28.81045,29.736176,23.569498,41.820572,0,0,0,0,1
15425,'2023/06/12 23:35:39:668',24,18.722654,28.150887,31.076933,27.680576,42.021046,0,0,0,0,1
15426,'2023/06/12 23:35:39:691',24,17.25894,28.974651,30.117332,25.776417,37.971657,0,0,0,0,1
15427,'2023/06/12 23:35:39:702',24,17.955362,28.948776,31.133995,25.550894,40.143841,0,0,0,0,1
15428,'2023/06/12 23:35:39:714',24,19.331888,28.535927,30.817463,24.332424,40.967056,0,0,0,0,1
15429,'2023/06/12 23:35:39:737',24,18.532366,29.896053,29.421844,20.40399,38.063805,0,0,0,0,1
15430,'2023/06/12 23:35:39:749',24,18.417286,31.37748,31.456564,25.722876,40.041088,0,0,0,0,1
15431,'2023/06/12 23:35:39:760',24,17.618355,29.113924,31.82181,30.831669,40.839409,0,0,0,0,1
15432,'2023/06/12 23:35:39:784',24,14.78039,24.529003,30.746843,31.391878,38.836357,0,0,0,0,1
15433,'2023/06/12 23:35:39:795',24,11.551236,19.697615,34.657646,22.817995,38.274994,0,0,0,0,1
15434,'2023/06/12 23:35:39:807',24,10.093753,17.54966,36.947781,11.736116,43.22736,0,0,0,0,1
15435,'2023/06/12 23:35:39:831',24,6.050606,15.013981,35.305988,7.656041,58.366764,0,0,0,0,1
15436,'2023/06/12 23:35:39:842',24,4.463287,14.191031,37.196991,7.367712,69.819733,0,0,0,0,1
15437,'2023/06/12 23:35:39:853',24,4.854337,14.483696,28.514244,6.845328,54.683113,0,0,0,0,1
15438,'2023/06/12 23:35:39:876',24,9.04471,16.638182,21.433334,6.243737,27.239912,0,0,0,0,1
15439,'2023/06/12 23:35:39:888',24,17.059935,23.505329,28.599497,5.551504,14.006348,0,0,0,0,1
15440,'2023/06/12 23:35:39:911',24,23.138596,26.967958,25.662552,6.761309,14.054996,0,0,0,0,1
15441,'2023/06/12 23:35:39:923',24,24.640421,21.460911,16.391157,8.401401,12.825521,0,0,0,0,1
15442,'2023/06/12 23:35:39:934',24,21.695234,22.861868,15.393901,8.918875,12.431494,0,0,0,0,1
15443,'2023/06/12 23:35:39:958',24,17.980833,21.699059,19.65601,12.183999,15.377851,0,0,0,0,1
15444,'2023/06/12 23:35:39:969',24,10.965593,23.677412,26.378832,14.669212,18.174858,0,0,0,0,1
15445,'2023/06/12 23:35:39:981',24,7.392924,23.621479,25.791336,14.798453,12.342545,0,0,0,0,1
15446,'2023/06/12 23:35:40:004',24,3.695352,14.385131,13.266561,8.929252,7.320052,0,0,0,0,1
15447,'2023/06/12 23:35:40:015',24,0.152706,5.546106,2.972368,2.552753,3.883007,0,0,0,0,1
15448,'2023/06/12 23:35:40:027',24,0.037265,2.586971,1.730939,0.603426,2.379789,0,0,0,0,1
15449,'2023/06/12 23:35:40:050',24,0.009903,1.209062,1.019055,0.156333,1.458797,0,0,0,0,1
15450,'2023/06/12 23:35:40:062',24,0.00259,0.573857,0.616725,0.045582,0.893543,0,0,0,0,1
15451,'2023/06/12 23:35:40:074',24,0.000697,0.274728,0.373223,0.014825,0.546954,0,0,0,0,1
15452,'2023/06/12 23:35:40:098',24,0.000184,0.129485,0.219707,0.005195,0.334334,0,0,0,0,1
15453,'2023/06/12 23:35:40:108',24,0.000048,0.060534,0.134422,0.001897,0.204074,0,0,0,0,1
15454,'2023/06/12 23:35:40:120',24,0.000013,0.02876,0.080135,0.000705,0.124394,0,0,0,0,1
15455,'2023/06/12 23:35:40:143',24,0.000003,0.013764,0.047658,0.000263,0.075736,0,0,0,0,1
15456,'2023/06/12 23:35:40:155',24,0.000001,0.00648,0.02916,0.000098,0.046003,0,0,0,0,1
15457,'2023/06/12 23:35:40:167',24,0,0.003029,0.017172,0.000036,0.02798,0,0,0,0,1
15458,'2023/06/12 23:35:40:190',24,0,0.001438,0.010387,0.000013,0.017024,0,0,0,0,1
15459,'2023/06/12 23:35:40:201',24,0,0.000688,0.006289,0.000005,0.010368,0,0,0,0,1
15460,'2023/06/12 23:35:40:214',24,0,0.000324,0.003702,0.000002,0.006322,0,0,0,0,1
15461,'2023/06/12 23:35:40:236',24,0,0.000152,0.002264,0.000001,0.003861,0,0,0,0,1
15462,'2023/06/12 23:35:40:248',24,0,0.000072,0.001351,0,0.002362,0,0,0,0,1
15463,'2023/06/12 23:35:40:259',24,0,0.000034,0.000803,0,0.001446,0,0,0,0,1
15464,'2023/06/12 23:35:40:283',24,0,0.000016,0.000492,0,0.000886,0,0,0,0,1
15465,'2023/06/12 23:35:40:294',24,0,0.000008,0.00029,0,0.000543,0,0,0,0,1
15466,'2023/06/12 23:35:40:317',24,0,0.000004,0.000175,0,0.000333,0,0,0,0,1
15467,'2023/06/13 02:39:11:933',25,0,0,0,0,0,1,0,0,0,0
15468,'2023/06/13 02:39:11:937',25,0,0,0,0,0,1,0,0,0,0
15469,'2023/06/13 02:39:11:937',25,0,0,0,0,0,1,0,0,0,0
15470,'2023/06/13 02:39:11:937',25,0,0,0,0,0,1,0,0,0,0
15471,'2023/06/13 02:39:11:937',25,0,0,0,0,0,1,0,0,0,0
15472,'2023/06/13 02:39:11:937',25,0,0,0,0,0,1,0,0,0,0
15473,'2023/06/13 02:39:11:945',25,0,0,0,0,0,1,0,0,0,0
15474,'2023/06/13 02:39:11:945',25,0,0,0,0,0,1,0,0,0,0
15475,'2023/06/13 02:39:11:945',25,0,0,0,0,0,1,0,0,0,0
15476,'2023/06/13 02:39:11:945',25,0,0,0,0,0,1,0,0,0,0
15477,'2023/06/13 02:39:11:954',25,0,0,0,0,0,1,0,0,0,0
15478,'2023/06/13 02:39:11:954',25,0,0,0,0,0,1,0,0,0,0
15479,'2023/06/13 02:39:11:955',25,0,0,0,0,0,1,0,0,0,0
15480,'2023/06/13 02:39:11:955',25,0,0,0,0,0,1,0,0,0,0
15481,'2023/06/13 02:39:11:966',25,0,0,0,0,0,1,0,0,0,0
15482,'2023/06/13 02:39:11:966',25,0,0,0,0,0,1,0,0,0,0
15483,'2023/06/13 02:39:11:967',25,0,0,0,0,0,1,0,0,0,0
15484,'2023/06/13 02:39:11:967',25,0,0,0,0,0,1,0,0,0,0
15485,'2023/06/13 02:39:11:977',25,0,0,0,0,0,1,0,0,0,0
15486,'2023/06/13 02:39:11:978',25,0,0,0,0,0,1,0,0,0,0
15487,'2023/06/13 02:39:11:978',25,0,0,0,0,0,1,0,0,0,0
15488,'2023/06/13 02:39:11:978',25,0,0,0,0,0,1,0,0,0,0
15489,'2023/06/13 02:39:11:978',25,0,0,0,0,0,1,0,0,0,0
15490,'2023/06/13 02:39:11:979',25,0,0,0,0,0,1,0,0,0,0
15491,'2023/06/13 02:39:11:990',25,0,0,0,0,0,1,0,0,0,0
15492,'2023/06/13 02:39:11:990',25,0,0,0,0,0,1,0,0,0,0
15493,'2023/06/13 02:39:11:990',25,0,0,0,0,0,1,0,0,0,0
15494,'2023/06/13 02:39:11:991',25,0,0,0,0,0,1,0,0,0,0
15495,'2023/06/13 02:39:12:001',25,0,0,0,0,0,1,0,0,0,0
15496,'2023/06/13 02:39:12:001',25,0,0,0,0,0,1,0,0,0,0
