@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
8760,'2023/06/12 23:32:38:719',12,0,0.008427,0.021212,0.000021,0.041201,0,1,0,0,0
8761,'2023/06/12 23:32:38:743',12,0,0.003955,0.012991,0.000008,0.02515,0,1,0,0,0
8762,'2023/06/12 23:32:38:754',12,0,0.001853,0.007659,0.000003,0.015331,0,1,0,0,0
8763,'2023/06/12 23:32:38:766',12,0,0.000884,0.004621,0.000001,0.009334,0,1,0,0,0
8764,'2023/06/12 23:32:38:790',12,0,0.000422,0.002804,0,0.005679,0,1,0,0,0
8765,'2023/06/12 23:32:38:801',12,0,0.000198,0.001649,0,0.003454,0,1,0,0,0
8766,'2023/06/12 23:32:38:812',12,0,0.000093,0.001008,0,0.002101,0,1,0,0,0
8767,'2023/06/12 23:32:38:835',12,0,0.000044,0.000603,0,0.001279,0,1,0,0,0
8768,'2023/06/12 23:32:38:848',12,0,0.000021,0.000357,0,0.00078,0,1,0,0,0
8769,'2023/06/12 23:32:38:859',12,0,0.00001,0.000219,0,0.000476,0,1,0,0,0
8770,'2023/06/12 23:32:38:882',12,0,0.000005,0.000129,0,0.000291,0,1,0,0,0
8771,'2023/06/12 23:32:38:894',12,0,0.000002,0.000078,0,0.000178,0,1,0,0,0
8772,'2023/06/12 23:32:38:905',12,0,0.000001,0.000047,0,0.000109,0,1,0,0,0
8773,'2023/06/12 23:32:38:928',12,0,0,0.000028,0,0.000067,0,1,0,0,0
8774,'2023/06/12 23:32:38:940',12,0,0,0.000017,0,0.000041,0,1,0,0,0
8775,'2023/06/12 23:32:38:963',12,0,0,0.00001,0,0.000025,0,1,0,0,0
8776,'2023/06/12 23:32:38:975',12,0,0,0.000006,0,0.000015,0,1,0,0,0
8777,'2023/06/12 23:32:38:987',12,0,0,0.000004,0,0.000009,0,1,0,0,0
8778,'2023/06/12 23:32:39:010',12,0,0,0.000002,0,0.000006,0,1,0,0,0
8779,'2023/06/12 23:32:39:022',12,0,0,0.000001,0,0.000003,0,1,0,0,0
8780,'2023/06/12 23:32:39:033',12,0,0,0.000001,0,0.000002,0,1,0,0,0
8781,'2023/06/12 23:32:39:057',12,0,0,0,0,0.000001,0,1,0,0,0
8782,'2023/06/12 23:32:39:068',12,0,0,0,0,0.000001,0,1,0,0,0
8783,'2023/06/12 23:32:39:080',12,0,0,0,0,0,0,1,0,0,0
8784,'2023/06/12 23:32:39:103',12,0,0,0,0,0,0,1,0,0,0
8785,'2023/06/12 23:32:39:114',12,0,0,0,0,0,0,1,0,0,0
8786,'2023/06/12 23:32:39:126',12,0,0,0,0,0,0,1,0,0,0
8787,'2023/06/12 23:32:39:149',12,0,0,0,0,0,0,1,0,0,0
8788,'2023/06/12 23:32:39:161',12,0,0,0,0,0,0,1,0,0,0
8789,'2023/06/12 23:32:39:173',12,0,0,0,0,0,0,1,0,0,0
8790,'2023/06/12 23:32:39:195',12,0,0,0,0,0,0,1,0,0,0
8791,'2023/06/12 23:32:39:207',12,0,0,0,0,0,0,1,0,0,0
8792,'2023/06/12 23:32:39:219',12,0,0,0,0,0,0,1,0,0,0
8793,'2023/06/12 23:32:39:242',12,0,0,0,0,0,0,1,0,0,0
8794,'2023/06/12 23:32:39:253',12,0,0,0,0,0,0,1,0,0,0
8795,'2023/06/12 23:32:39:265',12,0,0,0,0,0,0,1,0,0,0
8796,'2023/06/12 23:32:39:289',12,0,0,0,0,0,0,1,0,0,0
8797,'2023/06/12 23:32:39:300',12,0,0,0,0,0,0,1,0,0,0
8798,'2023/06/12 23:32:39:312',12,0,0,0,0,0,0,1,0,0,0
8799,'2023/06/12 23:32:39:335',12,0,0,0,0,0,0,1,0,0,0
8800,'2023/06/12 23:32:39:346',12,0,0,0,0,0,0,1,0,0,0
8801,'2023/06/12 23:32:39:370',12,0,0,0,0,0,0,1,0,0,0
8802,'2023/06/12 23:32:39:381',12,0,0,0,0,0,0,1,0,0,0
8803,'2023/06/12 23:32:39:393',12,0,0,0,0,0,0,1,0,0,0
8804,'2023/06/12 23:32:39:416',12,0,0,0,0,0,0,1,0,0,0
8805,'2023/06/12 23:32:39:428',12,0,0,0,0,0,0,1,0,0,0
8806,'2023/06/12 23:32:39:439',12,0,0,0,0,0,0,1,0,0,0
8807,'2023/06/12 23:32:39:462',12,0,0,0,0,0,0,1,0,0,0
8808,'2023/06/12 23:32:39:474',12,0,0,0,0,0,0,1,0,0,0
8809,'2023/06/12 23:32:39:486',12,0,0,0,0,0,0,1,0,0,0
8810,'2023/06/12 23:32:39:509',12,0,0,0,0,0,0,1,0,0,0
8811,'2023/06/12 23:32:39:520',12,0,0,0,0,0,0,1,0,0,0
8812,'2023/06/12 23:32:39:532',12,0,0,0,0,0,0,1,0,0,0
8813,'2023/06/12 23:32:39:556',12,0,0,0,0,0,0,1,0,0,0
8814,'2023/06/12 23:32:39:567',12,0,0,0,0,0,0,1,0,0,0
8815,'2023/06/12 23:32:39:579',12,0,0,0,0,0,0,1,0,0,0
8816,'2023/06/12 23:32:39:602',12,0,0,0,0,0,0,1,0,0,0
8817,'2023/06/12 23:32:39:613',12,0,0,0,0,0,0,1,0,0,0
8818,'2023/06/12 23:32:39:625',12,0,0,0,0,0,0,1,0,0,0
8819,'2023/06/12 23:32:39:648',12,0,0,0,0,0,0,1,0,0,0
8820,'2023/06/12 23:32:39:660',12,0,0,0,0,0,0,1,0,0,0
8821,'2023/06/12 23:32:39:671',12,0,0,0,0,0,0,1,0,0,0
8822,'2023/06/12 23:32:39:695',12,0,0,0,0,0,0,1,0,0,0
8823,'2023/06/12 23:32:39:706',12,0,0,0,0,0,0,1,0,0,0
8824,'2023/06/12 23:32:39:718',12,0,0,0,0,0,0,1,0,0,0
8825,'2023/06/12 23:32:39:741',12,0,0,0,0,0,0,1,0,0,0
8826,'2023/06/12 23:32:39:753',12,0,0,0,0,0,0,1,0,0,0
8827,'2023/06/12 23:32:39:776',12,0,0,0,0,0,0,1,0,0,0
8828,'2023/06/12 23:32:39:787',12,0,0,0,0,0,0,1,0,0,0
8829,'2023/06/12 23:32:39:799',12,0,0,0,0,0,0,1,0,0,0
8830,'2023/06/12 23:32:39:823',12,0,0,0,0,0,0,1,0,0,0
8831,'2023/06/12 23:32:39:834',12,0,0,0,0,0,0,1,0,0,0
8832,'2023/06/12 23:32:39:846',12,0,0,0,0,0,0,1,0,0,0
8833,'2023/06/12 23:32:39:869',12,0,0,0,0,0,0,1,0,0,0
8834,'2023/06/12 23:32:39:881',12,0,0,0,0,0,0,1,0,0,0
8835,'2023/06/12 23:32:39:892',12,0,0,0,0,0,0,1,0,0,0
8836,'2023/06/12 23:32:39:915',12,0,0,0,0,0,0,1,0,0,0
8837,'2023/06/12 23:32:39:927',12,0,0,0,0,0,0,1,0,0,0
8838,'2023/06/12 23:32:39:939',12,0,0,0,0,0,0,1,0,0,0
8839,'2023/06/12 23:32:39:962',12,0,0,0,0,0,0,1,0,0,0
8840,'2023/06/12 23:32:39:973',12,0,0,0,0,0,0,1,0,0,0
8841,'2023/06/12 23:32:39:985',12,0,0,0,0,0,0,1,0,0,0
8842,'2023/06/12 23:32:40:008',12,0,0,0,0,0,0,1,0,0,0
8843,'2023/06/12 23:32:40:020',12,0,0,0,0,0,0,1,0,0,0
8844,'2023/06/12 23:32:40:031',12,0,0,0,0,0,0,1,0,0,0
8845,'2023/06/12 23:32:40:055',12,0,0,0,0,0,0,1,0,0,0
8846,'2023/06/12 23:32:40:066',12,0,0,0,0,0,0,1,0,0,0
8847,'2023/06/12 23:32:40:078',12,0,0,0,0,0,0,1,0,0,0
8848,'2023/06/12 23:32:40:101',12,0,0,0,0,0,0,1,0,0,0
8849,'2023/06/12 23:32:40:113',12,0,0,0,0,0,0,1,0,0,0
8850,'2023/06/12 23:32:40:125',12,0,0,0,0,0,0,1,0,0,0
8851,'2023/06/12 23:32:40:147',12,0,0,0,0,0,0,1,0,0,0
8852,'2023/06/12 23:32:40:159',12,0,0,0,0,0,0,1,0,0,0
8853,'2023/06/12 23:32:40:171',12,0,0,0,0,0,0,1,0,0,0
8854,'2023/06/12 23:32:40:194',12,0,0,0,0,0,0,1,0,0,0
8855,'2023/06/12 23:32:40:205',12,0,0,0,0,0,0,1,0,0,0
8856,'2023/06/12 23:32:40:229',12,0,0,0,0,0,0,1,0,0,0
8857,'2023/06/12 23:32:40:240',12,0,0,0,0,0,0,1,0,0,0
8858,'2023/06/12 23:32:40:252',12,0,0,0,0,0,0,1,0,0,0
8859,'2023/06/12 23:32:40:275',12,0,0,0,0,0,0,1,0,0,0
8860,'2023/06/12 23:32:40:287',12,0,0,0,0,0,0,1,0,0,0
8861,'2023/06/12 23:32:40:298',12,0,0,0,0,0,0,1,0,0,0
8862,'2023/06/12 23:32:40:322',12,0,0,0,0,0,0,1,0,0,0
8863,'2023/06/12 23:32:40:333',12,0,0,0,0,0,0,1,0,0,0
8864,'2023/06/12 23:32:40:345',12,0,0,0,0,0,0,1,0,0,0
8865,'2023/06/12 23:32:40:369',12,0,0,0,0,0,0,1,0,0,0
8866,'2023/06/12 23:32:40:380',12,0,0,0,0,0,0,1,0,0,0
8867,'2023/06/12 23:32:40:391',12,0,0,0,0,0,0,1,0,0,0
8868,'2023/06/12 23:32:40:415',12,0,0,0,0,0,0,1,0,0,0
8869,'2023/06/12 23:32:40:426',12,0,0,0,0,0,0,1,0,0,0
8870,'2023/06/12 23:32:40:438',12,0,0,0,0,0,0,1,0,0,0
8871,'2023/06/12 23:32:40:461',12,0,0,0,0,0,0,1,0,0,0
8872,'2023/06/12 23:32:40:473',12,0,0,0,0,0,0,1,0,0,0
8873,'2023/06/12 23:32:40:484',12,0,0,0,0,0,0,1,0,0,0
8874,'2023/06/12 23:32:40:508',12,0,0,0,0,0,0,1,0,0,0
8875,'2023/06/12 23:32:40:519',12,0,0,0,0,0,0,1,0,0,0
8876,'2023/06/12 23:32:40:531',12,0,0,0,0,0,0,1,0,0,0
8877,'2023/06/12 23:32:40:554',12,0,0,0,0,0,0,1,0,0,0
8878,'2023/06/12 23:32:40:566',12,0,0,0,0,0,0,1,0,0,0
8879,'2023/06/12 23:32:40:577',12,0,0,0,0,0,0,1,0,0,0
8880,'2023/06/12 23:32:40:600',12,0,0,0,0,0,0,1,0,0,0
8881,'2023/06/12 23:32:40:612',12,0,0,0,0,0,0,1,0,0,0
8882,'2023/06/12 23:32:40:635',12,0,0,0,0,0,0,1,0,0,0
8883,'2023/06/12 23:32:40:647',12,0,0,0,0,0,0,1,0,0,0
8884,'2023/06/12 23:32:40:659',12,0,0,0,0,0,0,1,0,0,0
8885,'2023/06/12 23:32:40:682',12,0,0,0,0,0,0,1,0,0,0
8886,'2023/06/12 23:32:40:693',12,0,0,0,0,0,0,1,0,0,0
8887,'2023/06/12 23:32:40:705',12,0,0,0,0,0,0,1,0,0,0
8888,'2023/06/12 23:32:40:728',12,0,0,0,0,0,0,1,0,0,0
8889,'2023/06/12 23:32:40:739',12,0,0,0,0,0,0,1,0,0,0
8890,'2023/06/12 23:32:40:751',12,0,0,0,0,0,0,1,0,0,0
8891,'2023/06/12 23:32:40:775',12,0,0,0,0,0,0,1,0,0,0
8892,'2023/06/12 23:32:40:786',12,0,0,0,0,0,0,1,0,0,0
8893,'2023/06/12 23:32:40:798',12,0,0,0,0,0,0,1,0,0,0
8894,'2023/06/12 23:32:40:821',12,0,0,0,0,0,0,1,0,0,0
8895,'2023/06/12 23:32:40:832',12,0,0,0,0,0,0,1,0,0,0
8896,'2023/06/12 23:32:40:844',12,0,0,0,0,0,0,1,0,0,0
8897,'2023/06/12 23:32:40:867',12,0,0,0,0,0,0,1,0,0,0
8898,'2023/06/12 23:32:40:879',12,0,0,0,0,0,0,1,0,0,0
8899,'2023/06/12 23:32:40:891',12,0,0,0,0,0,0,1,0,0,0
8900,'2023/06/12 23:32:40:914',12,0,0,0,0,0,0,1,0,0,0
8901,'2023/06/12 23:32:41:413',13,0,0,0,0,0,0,1,0,0,0
8902,'2023/06/12 23:32:41:425',13,0,0,0,0,0,0,1,0,0,0
8903,'2023/06/12 23:32:41:448',13,0,0,0,0,0,0,1,0,0,0
8904,'2023/06/12 23:32:41:459',13,0,0,0,0,0,0,1,0,0,0
8905,'2023/06/12 23:32:41:471',13,0,0,0,0,0,0,1,0,0,0
8906,'2023/06/12 23:32:41:494',13,0,0,0,0,0,0,1,0,0,0
8907,'2023/06/12 23:32:41:506',13,0,0,0,0,0,0,1,0,0,0
8908,'2023/06/12 23:32:41:517',13,0,0,0,0,0,0,1,0,0,0
8909,'2023/06/12 23:32:41:541',13,0,0,0,0,0,0,1,0,0,0
8910,'2023/06/12 23:32:41:552',13,0,0,0,0,0,0,1,0,0,0
8911,'2023/06/12 23:32:41:564',13,0,0,0,0,0,0,1,0,0,0
8912,'2023/06/12 23:32:41:587',13,0,0,0,0,0,0,1,0,0,0
8913,'2023/06/12 23:32:41:599',13,0,0,0,0,0,0,1,0,0,0
8914,'2023/06/12 23:32:41:611',13,0,0,0,0,0,0,1,0,0,0
8915,'2023/06/12 23:32:41:634',13,0,0,0,0,0,0,1,0,0,0
8916,'2023/06/12 23:32:41:645',13,0,0,0,0,0,0,1,0,0,0
8917,'2023/06/12 23:32:41:657',13,0,0,0,0,0,0,1,0,0,0
8918,'2023/06/12 23:32:41:680',13,0,0,0,0,0,0,1,0,0,0
8919,'2023/06/12 23:32:41:691',13,0,0,0,0,0,0,1,0,0,0
8920,'2023/06/12 23:32:41:703',13,0,0,0,0,0,0,1,0,0,0
8921,'2023/06/12 23:32:41:726',13,0,0,0,0,0,0,1,0,0,0
8922,'2023/06/12 23:32:41:738',13,0,0,0,0,0,0,1,0,0,0
8923,'2023/06/12 23:32:41:750',13,0,0,0,0,0,0,1,0,0,0
8924,'2023/06/12 23:32:41:774',13,0,0,0,0,0,0,1,0,0,0
8925,'2023/06/12 23:32:41:784',13,0,0,0,0,0,0,1,0,0,0
8926,'2023/06/12 23:32:41:796',13,0,0,0,0,0,0,1,0,0,0
8927,'2023/06/12 23:32:41:819',13,0,0,0,0,0,0,1,0,0,0
8928,'2023/06/12 23:32:41:831',13,0,0,0,0,0,0,1,0,0,0
8929,'2023/06/12 23:32:41:854',13,0,0,0,0,0,0,1,0,0,0
8930,'2023/06/12 23:32:41:866',13,0,0,0,0,0,0,1,0,0,0
8931,'2023/06/12 23:32:41:877',13,0,0,0,0,0,0,1,0,0,0
8932,'2023/06/12 23:32:41:900',13,0,0,0,0,0,0,1,0,0,0
8933,'2023/06/12 23:32:41:912',13,0,0,0,0,0,0,1,0,0,0
8934,'2023/06/12 23:32:41:924',13,0,0,0,0,0,0,1,0,0,0
8935,'2023/06/12 23:32:41:947',13,0,0,0,0,0,0,1,0,0,0
8936,'2023/06/12 23:32:41:958',13,0,0,0,0,0,0,1,0,0,0
8937,'2023/06/12 23:32:41:970',13,0,0,0,0,0,0,1,0,0,0
8938,'2023/06/12 23:32:41:993',13,0.306951,0.417925,0.224867,0.538014,0.314523,0,1,0,0,0
8939,'2023/06/12 23:32:42:005',13,1.878484,13.377002,6.512318,3.982796,4.743658,0,1,0,0,0
8940,'2023/06/12 23:32:42:017',13,5.39611,45.896442,13.65822,11.567648,9.869476,0,1,0,0,0
8941,'2023/06/12 23:32:42:040',13,7.019088,79.759361,19.846769,14.327203,13.237812,0,1,0,0,0
8942,'2023/06/12 23:32:42:052',13,7.902224,107.233322,23.408255,15.291694,15.694329,0,1,0,0,0
8943,'2023/06/12 23:32:42:063',13,8.938141,129.193695,28.651897,18.258968,17.747499,0,1,0,0,0
8944,'2023/06/12 23:32:42:086',13,10.382718,160.285553,26.783579,21.562721,15.747891,0,1,0,0,0
8945,'2023/06/12 23:32:42:098',13,10.772697,203.550552,23.913511,22.242762,15.830042,0,1,0,0,0
8946,'2023/06/12 23:32:42:110',13,11.474183,230.539444,29.001059,23.682451,16.840916,0,1,0,0,0
8947,'2023/06/12 23:32:42:133',13,10.959047,228.573029,31.291504,22.32213,19.284462,0,1,0,0,0
8948,'2023/06/12 23:32:42:145',13,10.091769,188.507889,33.720253,20.264854,20.791969,0,1,0,0,0
8949,'2023/06/12 23:32:42:156',13,9.677204,125.886116,38.267757,19.106567,23.145086,0,1,0,0,0
8950,'2023/06/12 23:32:42:179',13,10.082774,104.027679,40.85733,19.887691,24.462343,0,1,0,0,0
8951,'2023/06/12 23:32:42:191',13,10.201284,122.377335,38.401703,20.409178,23.19891,0,1,0,0,0
8952,'2023/06/12 23:32:42:202',13,10.080367,136.282608,36.989468,20.245764,22.382023,0,1,0,0,0
8953,'2023/06/12 23:32:42:226',13,9.491752,127.457397,36.156906,18.703318,20.606894,0,1,0,0,0
8954,'2023/06/12 23:32:42:237',13,8.36202,80.376114,34.259403,16.377642,19.334906,0,1,0,0,0
8955,'2023/06/12 23:32:42:249',13,8.88947,64.930855,35.475677,17.840849,19.476896,0,1,0,0,0
8956,'2023/06/12 23:32:42:273',13,9.615118,89.334236,37.256783,19.491467,21.021034,0,1,0,0,0
8957,'2023/06/12 23:32:42:284',13,8.925765,113.819763,37.732231,18.265598,21.877821,0,1,0,0,0
8958,'2023/06/12 23:32:42:307',13,9.650464,114.447205,38.872917,19.777237,22.32095,0,1,0,0,0
8959,'2023/06/12 23:32:42:319',13,9.894278,101.513718,38.997128,20.166586,21.237017,0,1,0,0,0
8960,'2023/06/12 23:32:42:330',13,9.180938,76.942703,36.192898,18.600742,19.937904,0,1,0,0,0
8961,'2023/06/12 23:32:42:353',13,9.209722,110.754944,37.827755,18.975197,21.33301,0,1,0,0,0
8962,'2023/06/12 23:32:42:365',13,9.161724,119.168022,39.364407,18.500389,22.739326,0,1,0,0,0
8963,'2023/06/12 23:32:42:377',13,9.898752,108.319061,38.52356,20.218933,22.745661,0,1,0,0,0
8964,'2023/06/12 23:32:42:400',13,10.488188,116.595238,36.545921,21.368725,21.652725,0,1,0,0,0
8965,'2023/06/12 23:32:42:412',13,10.048907,118.957916,35.384197,20.493856,21.259298,0,1,0,0,0
8966,'2023/06/12 23:32:42:424',13,9.487357,108.214996,35.549736,19.292629,21.179466,0,1,0,0,0
8967,'2023/06/12 23:32:42:446',13,10.115399,102.473343,35.695343,20.52042,20.626314,0,1,0,0,0
8968,'2023/06/12 23:32:42:458',13,10.037519,107.665939,34.657948,20.500292,20.617079,0,1,0,0,0
8969,'2023/06/12 23:32:42:469',13,9.229098,105.14357,34.857719,18.731113,20.163635,0,1,0,0,0
8970,'2023/06/12 23:32:42:493',13,10.293712,105.065201,34.013325,21.636419,18.808203,0,1,0,0,0
8971,'2023/06/12 23:32:42:504',13,10.217856,106.995796,32.301163,21.398132,17.991423,0,1,0,0,0
8972,'2023/06/12 23:32:42:516',13,10.20991,80.207512,30.560827,21.619194,18.896505,0,1,0,0,0
8973,'2023/06/12 23:32:42:540',13,10.812059,87.222458,43.861843,23.342188,34.421059,0,1,0,0,0
8974,'2023/06/12 23:32:42:551',13,10.728133,83.332054,58.456997,21.863367,38.349354,0,1,0,0,0
8975,'2023/06/12 23:32:42:562',13,10.003391,77.217506,48.24984,20.619633,24.829334,0,1,0,0,0
8976,'2023/06/12 23:32:42:586',13,9.430627,74.824356,31.875111,20.2264,27.769363,0,1,0,0,0
8977,'2023/06/12 23:32:42:597',13,9.091468,70.55101,34.515396,18.604389,24.578436,0,1,0,0,0
8978,'2023/06/12 23:32:42:609',13,9.843469,72.419685,43.376991,20.3591,22.261417,0,1,0,0,0
8979,'2023/06/12 23:32:42:632',13,9.358319,101.987312,43.898773,19.425745,25.387842,0,1,0,0,0
8980,'2023/06/12 23:32:42:643',13,9.192929,109.617043,40.052525,19.870955,22.418968,0,1,0,0,0
8981,'2023/06/12 23:32:42:655',13,10.445972,109.37484,37.538498,22.013535,22.873304,0,1,0,0,0
8982,'2023/06/12 23:32:42:678',13,11.12718,126.810638,37.002922,23.357546,22.020287,0,1,0,0,0
8983,'2023/06/12 23:32:42:690',13,11.079218,133.440552,36.009022,23.373501,20.688574,0,1,0,0,0
8984,'2023/06/12 23:32:42:713',13,11.017066,128.250671,35.419498,23.121881,21.437752,0,1,0,0,0
8985,'2023/06/12 23:32:42:725',13,11.581441,127.940727,35.869209,24.213665,21.192604,0,1,0,0,0
8986,'2023/06/12 23:32:42:736',13,11.809722,137.272293,35.30471,24.985666,20.382692,0,1,0,0,0
8987,'2023/06/12 23:32:42:760',13,11.55882,144.530609,34.420067,24.427614,20.703514,0,1,0,0,0
8988,'2023/06/12 23:32:42:771',13,10.524593,131.72493,34.156643,22.948656,20.220423,0,1,0,0,0
8989,'2023/06/12 23:32:42:783',13,9.706312,100.4086,33.984959,21.433872,19.29324,0,1,0,0,0
8990,'2023/06/12 23:32:42:807',13,9.568073,88.07196,33.944332,20.828949,19.555033,0,1,0,0,0
8991,'2023/06/12 23:32:42:818',13,9.844074,94.846703,33.336567,20.147436,19.067352,0,1,0,0,0
8992,'2023/06/12 23:32:42:829',13,10.67289,103.79657,33.397488,23.021517,18.836168,0,1,0,0,0
8993,'2023/06/12 23:32:42:853',13,10.608183,121.488373,33.402866,23.359734,18.951275,0,1,0,0,0
8994,'2023/06/12 23:32:42:864',13,9.90116,88.561745,33.47459,22.029335,19.347359,0,1,0,0,0
8995,'2023/06/12 23:32:42:875',13,10.161219,69.602379,35.699219,23.529015,19.710861,0,1,0,0,0
8996,'2023/06/12 23:32:42:899',13,9.847735,85.17672,36.937984,22.979227,20.734076,0,1,0,0,0
8997,'2023/06/12 23:32:42:911',13,10.041446,75.488655,37.445671,24.263327,21.313074,0,1,0,0,0
8998,'2023/06/12 23:32:42:922',13,10.598861,67.207367,40.7831,25.32762,23.151035,0,1,0,0,0
8999,'2023/06/12 23:32:42:945',13,10.721727,76.751297,41.237263,24.421715,23.06674,0,1,0,0,0
9000,'2023/06/12 23:32:42:957',13,10.90449,121.972511,41.181091,26.518654,23.073462,0,1,0,0,0
9001,'2023/06/12 23:32:42:969',13,10.261454,112.858887,41.008274,23.928585,23.299015,0,1,0,0,0
9002,'2023/06/12 23:32:42:992',13,10.060601,83.505638,38.794193,22.1779,21.909304,0,1,0,0,0
9003,'2023/06/12 23:32:43:003',13,10.748935,137.397354,39.044224,25.36578,22.059479,0,1,0,0,0
9004,'2023/06/12 23:32:43:015',13,10.636492,121.266357,40.019905,25.048618,22.714291,0,1,0,0,0
9005,'2023/06/12 23:32:43:038',13,10.159958,87.438217,39.092598,23.170107,22.672569,0,1,0,0,0
9006,'2023/06/12 23:32:43:050',13,10.673542,127.888962,40.647667,26.692207,23.116379,0,1,0,0,0
9007,'2023/06/12 23:32:43:061',13,10.736022,125.436844,38.779922,28.829704,21.874218,0,1,0,0,0
9008,'2023/06/12 23:32:43:085',13,10.22228,95.212997,36.346092,25.523117,21.721968,0,1,0,0,0
9009,'2023/06/12 23:32:43:096',13,11.463259,100.095123,37.578083,27.09656,21.860359,0,1,0,0,0
9010,'2023/06/12 23:32:43:120',13,11.904394,90.855179,40.436001,28.603924,22.531488,0,1,0,0,0
9011,'2023/06/12 23:32:43:131',13,11.338468,92.781158,39.325047,27.394817,22.311327,0,1,0,0,0
9012,'2023/06/12 23:32:43:143',13,10.841851,131.681015,39.313087,25.678709,22.504047,0,1,0,0,0
9013,'2023/06/12 23:32:43:166',13,10.679687,111.197861,38.165512,23.957718,21.8529,0,1,0,0,0
9014,'2023/06/12 23:32:43:177',13,10.080707,77.281792,36.883411,23.877317,21.579834,0,1,0,0,0
9015,'2023/06/12 23:32:43:190',13,10.025922,78.514435,38.138409,24.232912,22.087166,0,1,0,0,0
9016,'2023/06/12 23:32:43:212',13,10.238077,82.638321,38.213963,23.146246,21.784218,0,1,0,0,0
9017,'2023/06/12 23:32:43:224',13,10.278099,76.832329,38.003326,24.257519,21.78211,0,1,0,0,0
9018,'2023/06/12 23:32:43:235',13,10.619064,87.047821,38.079849,26.343294,22.047012,0,1,0,0,0
9019,'2023/06/12 23:32:43:259',13,11.356197,101.236946,37.108799,29.521744,21.468725,0,1,0,0,0
9020,'2023/06/12 23:32:43:270',13,10.820095,101.42157,36.224434,26.827179,20.648701,0,1,0,0,0
9021,'2023/06/12 23:32:43:282',13,9.591621,87.363342,35.58559,22.758142,20.666466,0,1,0,0,0
9022,'2023/06/12 23:32:43:306',13,10.06798,76.392876,35.93996,24.19602,21.370955,0,1,0,0,0
9023,'2023/06/12 23:32:43:317',13,10.93671,93.172333,37.05743,27.146397,21.143963,0,1,0,0,0
9024,'2023/06/12 23:32:43:329',13,10.986075,112.56105,35.8703,25.433434,20.565252,0,1,0,0,0
9025,'2023/06/12 23:32:43:352',13,10.369425,110.86087,33.798775,25.992767,20.464504,0,1,0,0,0
9026,'2023/06/12 23:32:43:363',13,10.589447,95.09153,34.367245,25.851492,19.798489,0,1,0,0,0
9027,'2023/06/12 23:32:43:375',13,10.608553,98.834167,33.733437,25.247631,19.48233,0,1,0,0,0
9028,'2023/06/12 23:32:43:398',13,11.087382,114.353134,32.807369,27.810837,19.567705,0,1,0,0,0
9029,'2023/06/12 23:32:43:410',13,11.305948,118.128174,32.350159,26.468067,18.791662,0,1,0,0,0
9030,'2023/06/12 23:32:43:421',13,11.178533,130.854279,32.440468,24.486809,18.795586,0,1,0,0,0
9031,'2023/06/12 23:32:43:445',13,10.575406,99.644447,32.819084,24.847506,19.49444,0,1,0,0,0
9032,'2023/06/12 23:32:43:456',13,10.716255,64.579147,36.541065,25.85132,20.401236,0,1,0,0,0
9033,'2023/06/12 23:32:43:468',13,11.188105,81.783676,36.329296,25.503498,19.972055,0,1,0,0,0
9034,'2023/06/12 23:32:43:491',13,11.792618,118.830704,36.065708,27.608091,20.279264,0,1,0,0,0
9035,'2023/06/12 23:32:43:502',13,10.523839,125.09967,36.45396,24.48168,20.834452,0,1,0,0,0
9036,'2023/06/12 23:32:43:526',13,9.995916,70.571106,36.500553,23.810076,21.022562,0,1,0,0,0
9037,'2023/06/12 23:32:43:537',13,10.810668,77.034264,38.559906,27.045559,21.324963,0,1,0,0,0
9038,'2023/06/12 23:32:43:549',13,10.35603,71.441811,39.43084,25.538996,21.970947,0,1,0,0,0
9039,'2023/06/12 23:32:43:573',13,9.920813,68.897217,40.101402,23.923805,22.921413,0,1,0,0,0
9040,'2023/06/12 23:32:43:584',13,10.304857,120.118179,40.37635,23.98192,23.242275,0,1,0,0,0
9041,'2023/06/12 23:32:43:595',13,10.327941,126.224129,41.542149,23.176476,24.050749,0,1,0,0,0
9042,'2023/06/12 23:32:43:619',13,9.561005,69.993401,40.655331,22.949736,23.269907,0,1,0,0,0
9043,'2023/06/12 23:32:43:630',13,10.080176,76.164909,41.124802,25.239372,22.626415,0,1,0,0,0
9044,'2023/06/12 23:32:43:642',13,10.370917,78.912987,37.243774,24.928019,20.3116,0,1,0,0,0
9045,'2023/06/12 23:32:43:665',13,11.250067,66.724899,36.794392,28.242699,26.405615,0,1,0,0,0
9046,'2023/06/12 23:32:43:677',13,11.462738,71.446281,61.042797,28.962334,48.818962,0,1,0,0,0
9047,'2023/06/12 23:32:43:688',13,11.126266,64.149979,72.002243,27.198923,47.934021,0,1,0,0,0
9048,'2023/06/12 23:32:43:711',13,9.728385,72.035629,47.825237,22.693878,28.26969,0,1,0,0,0
9049,'2023/06/12 23:32:43:723',13,6.736134,93.61097,21.920321,15.509686,29.310089,0,1,0,0,0
