@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
1576,'2023/06/13 10:16:54:926',3,0,0,370.833832,615.77887,0,1,0,0,0
1577,'2023/06/13 10:16:54:950',3,0,0,0,0,0,1,0,0,0
1578,'2023/06/13 10:16:54:979',3,337.668121,644.475281,337.668121,644.475281,0,1,0,0,0
1579,'2023/06/13 10:16:54:997',3,322.539551,657.618164,322.539551,657.618164,0,1,0,0,0
1580,'2023/06/13 10:16:55:021',3,0,0,0,0,0,1,0,0,0
1581,'2023/06/13 10:16:55:041',3,0,0,0,0,0,1,0,0,0
1582,'2023/06/13 10:16:55:067',3,337.374237,533.551758,337.374237,533.551758,0,1,0,0,0
1583,'2023/06/13 10:16:55:094',3,385.029449,574.436218,385.029449,574.436218,0,1,0,0,0
1584,'2023/06/13 10:16:55:115',3,361.0737,567.695374,361.0737,567.695374,0,1,0,0,0
1585,'2023/06/13 10:16:55:136',3,0,0,0,0,0,1,0,0,0
1586,'2023/06/13 10:16:55:161',3,0,0,0,0,0,0.99,0,0,0
1587,'2023/06/13 10:16:55:181',3,0,0,0,0,0,0.6,0,0,0
1588,'2023/06/13 10:16:55:209',3,376.814514,433.115479,376.814514,433.115479,0,0.13,0,0,0
1589,'2023/06/13 10:16:55:228',3,0,0,398.764618,555.632141,0,0,0,0,0
1590,'2023/06/13 10:16:55:253',3,0,0,0,0,0,0,0,0,0
1591,'2023/06/13 10:16:55:278',3,386.384277,1466.511963,386.384277,1466.511963,0,0,0,0,0
1592,'2023/06/13 10:16:55:298',3,285.788696,735.01886,285.788696,735.01886,0,0,0,0,0
1593,'2023/06/13 10:16:55:325',3,311.170929,1278.431396,311.170929,1278.431396,0,0,0,0,0
1594,'2023/06/13 10:16:55:344',3,0,0,0,0,0,0,0,0,0
1595,'2023/06/13 10:16:55:371',3,0,0,388.013245,1353.104248,0,0,0,0,0
1596,'2023/06/13 10:16:55:394',3,0,0,0,0,0,0,0,0,0
1597,'2023/06/13 10:16:55:413',3,0,0,0,0,0,0,0,0,0
1598,'2023/06/13 10:16:55:439',3,0,0,0,0,0,0,0,0,0
1599,'2023/06/13 10:16:55:459',3,0,0,0,0,0,0,0,0,0
1600,'2023/06/13 10:16:55:484',3,0,0,0,0,0,0,0,0,0
1601,'2023/06/13 10:16:55:510',3,0,0,0,0,0,0,0,0,0
1602,'2023/06/13 10:16:55:528',3,0,0,0,0,0,0,0,0,0
1603,'2023/06/13 10:16:55:553',3,0,0,0,0,0,0,0,0,0
1604,'2023/06/13 10:16:55:578',3,0,0,0,0,0,0,0,0,0
1605,'2023/06/13 10:16:55:599',3,0,0,0,0,0,0,0,0,0
1606,'2023/06/13 10:16:55:623',3,0,0,0,0,0,0,0,0,0
1607,'2023/06/13 10:16:55:648',3,0,0,0,0,0,0,0,0,0
1608,'2023/06/13 10:16:55:669',3,336.647827,1043.162231,336.647827,1043.162231,0,0,0,0,0
1609,'2023/06/13 10:16:55:694',3,0,0,0,0,0,0,0,0,0
1610,'2023/06/13 10:16:55:714',3,397.016083,962.792908,397.016083,962.792908,0,0,0,0,0
1611,'2023/06/13 10:16:55:740',3,0,0,0,0,0,0,0,0,0
1612,'2023/06/13 10:16:55:765',3,0,0,0,0,0,0,0,0,0
1613,'2023/06/13 10:16:55:786',3,291.827515,966.237793,291.827515,966.237793,0,0,0,0,0
1614,'2023/06/13 10:16:55:810',3,0,0,0,0,0,0,0,0,0
1615,'2023/06/13 10:16:55:830',3,0,0,0,0,0,0,0,0,0
1616,'2023/06/13 10:16:55:855',3,0,0,0,0,0,0,0,0,0
1617,'2023/06/13 10:16:55:877',3,0,0,0,0,0,0,0,0,0
1618,'2023/06/13 10:16:55:905',3,0,0,0,0,0,0,0,0,0
1619,'2023/06/13 10:16:55:923',3,0,0,0,0,0,0,0,0,0
1620,'2023/06/13 10:16:55:947',3,0,0,0,0,0,0,0,0,0
1621,'2023/06/13 10:16:55:973',3,0,0,0,0,0,0,0,0,0
1622,'2023/06/13 10:16:55:993',3,0,0,0,0,0,0,0,0,0
1623,'2023/06/13 10:16:56:017',3,0,0,0,0,0,0,0,0,0
1624,'2023/06/13 10:16:56:040',3,0,0,0,0,0,0,0,0,0
1625,'2023/06/13 10:16:56:064',3,0,0,0,0,0,0,0,0,0
1626,'2023/06/13 10:16:56:088',3,0,0,0,0,0,0,0,0,0
1627,'2023/06/13 10:16:56:113',3,0,0,0,0,0,0,0,0,0
1628,'2023/06/13 10:16:56:133',3,276.515381,953.258484,276.515381,953.258484,0,0,0,0,0
1629,'2023/06/13 10:16:56:161',3,0,0,0,0,0,0.04,0,0,0
1630,'2023/06/13 10:16:56:177',3,0,0,0,0,0,0.45,0,0,0
1631,'2023/06/13 10:16:56:201',3,0,0,0,0,0,0.92,0,0,0
1632,'2023/06/13 10:16:56:227',3,0,0,0,0,0,1,0,0,0
1633,'2023/06/13 10:16:56:253',3,0,0,0,0,0,1,0,0,0
1634,'2023/06/13 10:16:56:271',3,0,0,0,0,0,1,0,0,0
1635,'2023/06/13 10:16:56:295',3,0,0,0,0,0,1,0,0,0
1636,'2023/06/13 10:16:56:321',3,366.864136,495.1698,366.864136,495.1698,0,1,0,0,0
1637,'2023/06/13 10:16:56:346',3,0,0,0,0,0,1,0,0,0
1638,'2023/06/13 10:16:56:367',3,371.399689,576.220581,371.399689,576.220581,0,1,0,0,0
1639,'2023/06/13 10:16:56:394',3,351.642395,449.790527,351.642395,449.790527,0,1,0,0,0
1640,'2023/06/13 10:16:56:412',3,0,0,0,0,0,1,0,0,0
1641,'2023/06/13 10:16:56:439',3,361.555145,549.704407,361.555145,549.704407,0,1,0,0,0
1642,'2023/06/13 10:16:56:460',3,304.023315,431.214508,304.023315,431.214508,0,1,0,0,0
1643,'2023/06/13 10:16:56:487',3,367.197083,542.423706,367.197083,542.423706,0,1,0,0,0
1644,'2023/06/13 10:16:56:508',3,0,0,354.984192,662.588135,0,1,0,0,0
1645,'2023/06/13 10:16:56:527',3,0,0,0,0,0,1,0,0,0
1646,'2023/06/13 10:16:56:552',3,0,0,0,0,0,1,0,0,0
1647,'2023/06/13 10:16:56:580',3,355.654968,625.48645,355.654968,625.48645,0,1,0,0,0
1648,'2023/06/13 10:16:56:602',3,370.809296,533.999207,370.809296,533.999207,0,1,0,0,0
1649,'2023/06/13 10:16:56:626',3,390.255219,476.883789,390.255219,476.883789,0,1,0,0,0
1650,'2023/06/13 10:16:56:645',3,0,0,0,0,0,1,0,0,0
1651,'2023/06/13 10:16:56:670',3,0,0,0,0,0,1,0,0,0
1652,'2023/06/13 10:16:56:695',3,0,0,0,0,0,1,0,0,0
1653,'2023/06/13 10:16:56:716',3,0,0,0,0,0,1,0,0,0
1654,'2023/06/13 10:16:56:736',3,0,0,0,0,0,1,0,0,0
1655,'2023/06/13 10:16:56:762',3,0,0,0,0,0,1,0,0,0
1656,'2023/06/13 10:16:56:788',3,388.010193,538.715393,388.010193,538.715393,0,1,0,0,0
1657,'2023/06/13 10:16:56:807',3,0,0,0,0,0,1,0,0,0
1658,'2023/06/13 10:16:56:831',3,0,0,0,0,0,1,0,0,0
1659,'2023/06/13 10:16:56:857',3,331.22818,557.453308,331.22818,557.453308,0,1,0,0,0
1660,'2023/06/13 10:16:56:877',3,367.270782,481.373352,367.270782,481.373352,0,1,0,0,0
1661,'2023/06/13 10:16:56:903',3,0,0,381.969574,460.389679,0,1,0,0,0
1662,'2023/06/13 10:16:56:925',3,377.857819,571.869141,377.857819,571.869141,0,0.78,0,0,0
1663,'2023/06/13 10:16:56:950',3,359.585815,620.845154,359.585815,620.845154,0,0,0,0,0
1664,'2023/06/13 10:16:56:974',3,0,0,0,0,0,0,0,0,0
1665,'2023/06/13 10:16:56:994',3,0,0,0,0,0,0,0,0,0
1666,'2023/06/13 10:16:57:014',3,0,0,0,0,0,0,0,0,0
1667,'2023/06/13 10:16:57:037',3,0,0,0,0,0,0,0,0,0
1668,'2023/06/13 10:16:57:062',3,0,0,0,0,0,0,0,0,0
1669,'2023/06/13 10:16:57:090',3,0,0,382.323029,692.100098,0,0,0,0,0
1670,'2023/06/13 10:16:57:110',3,0,0,0,0,0,0,0,0,0
1671,'2023/06/13 10:16:57:132',3,0,0,0,0,0,0,0,0,0
1672,'2023/06/13 10:16:57:156',3,0,0,0,0,0,0,0,0,0
1673,'2023/06/13 10:16:57:182',3,0,0,0,0,0,0,0,0,0
1674,'2023/06/13 10:16:57:202',3,0,0,0,0,0,0,0,0,0
1675,'2023/06/13 10:16:57:228',3,0,0,0,0,0,0,0,0,0
1676,'2023/06/13 10:16:57:246',3,0,0,0,0,0,0,0,0,0
1677,'2023/06/13 10:16:57:271',3,0,0,0,0,0,0,0,0,0
1678,'2023/06/13 10:16:57:295',3,0,0,0,0,0,0,0,0,0
1679,'2023/06/13 10:16:57:321',3,0,0,0,0,0,0,0,0,0
1680,'2023/06/13 10:16:57:340',3,0,0,0,0,0,0,0,0,0
1681,'2023/06/13 10:16:57:365',3,0,0,0,0,0,0,0,0,0
1682,'2023/06/13 10:16:57:385',3,0,0,0,0,0,0,0,0,0
1683,'2023/06/13 10:16:57:410',3,0,0,0,0,0,0,0,0,0
1684,'2023/06/13 10:16:57:434',3,0,0,0,0,0,0,0,0,0
1685,'2023/06/13 10:16:57:460',3,0,0,0,0,0,0,0,0,0
1686,'2023/06/13 10:16:57:479',3,0,0,0,0,0,0,0,0,0
1687,'2023/06/13 10:16:57:504',3,0,0,0,0,0,0,0,0,0
1688,'2023/06/13 10:16:57:528',3,0,0,0,0,0,0,0,0,0
1689,'2023/06/13 10:16:57:554',3,0,0,0,0,0,0,0,0,0
1690,'2023/06/13 10:16:57:574',3,0,0,0,0,0,0,0,0,0
1691,'2023/06/13 10:16:57:598',3,0,0,0,0,0,0,0,0,0
1692,'2023/06/13 10:16:57:619',3,0,0,0,0,0,0,0,0,0
1693,'2023/06/13 10:16:57:644',3,0,0,0,0,0,0,0,0,0
1694,'2023/06/13 10:16:57:669',3,0,0,0,0,0,0,0,0,0
1695,'2023/06/13 10:16:57:689',3,0,0,0,0,0,0,0,0,0
1696,'2023/06/13 10:16:57:716',3,376.575623,1115.468384,376.575623,1115.468384,0,0,0,0,0
1697,'2023/06/13 10:16:57:735',3,0,0,0,0,0,0,0,0,0
1698,'2023/06/13 10:16:57:759',3,0,0,0,0,0,0,0,0,0
1699,'2023/06/13 10:16:57:786',3,0,0,381.798828,1068.235596,0,0,0,0,0
1700,'2023/06/13 10:16:57:805',3,0,0,0,0,0,0,0,0,0
1701,'2023/06/13 10:16:57:829',3,0,0,0,0,0,0,0,0,0
1702,'2023/06/13 10:16:57:854',3,0,0,0,0,0,0,0,0,0
1703,'2023/06/13 10:16:57:873',3,0,0,0,0,0,0.24,0,0,0
1704,'2023/06/13 10:16:57:896',3,0,0,0,0,0,0.94,0,0,0
1705,'2023/06/13 10:16:57:922',3,366.893677,796.934021,366.893677,796.934021,0,1,0,0,0
1706,'2023/06/13 10:16:57:949',3,0,0,0,0,0,1,0,0,0
1707,'2023/06/13 10:16:57:968',3,0,0,0,0,0,1,0,0,0
1708,'2023/06/13 10:16:57:994',3,393.250885,705.355164,393.250885,705.355164,0,1,0,0,0
1709,'2023/06/13 10:16:58:013',3,0,0,0,0,0,1,0,0,0
1710,'2023/06/13 10:16:58:038',3,0,0,0,0,0,1,0,0,0
1711,'2023/06/13 10:16:58:068',3,383.24765,586.019653,383.24765,586.019653,0,1,0,0,0
1712,'2023/06/13 10:16:58:088',3,0,0,0,0,0,1,0,0,0
1713,'2023/06/13 10:16:58:111',3,373.510132,599.934204,373.510132,599.934204,0,1,0,0,0
1714,'2023/06/13 10:16:58:131',3,0,0,364.729004,560.46344,0,1,0,0,0
1715,'2023/06/13 10:16:58:161',3,336.299042,508.169434,336.299042,508.169434,0,1,0,0,0
1716,'2023/06/13 10:16:58:180',3,0,0,0,0,0,1,0,0,0
1717,'2023/06/13 10:16:58:200',3,380.110779,613.087402,380.110779,613.087402,0,1,0,0,0
1718,'2023/06/13 10:16:58:230',3,391.360107,688.347412,391.360107,688.347412,0,1,0,0,0
1719,'2023/06/13 10:16:58:252',3,367.406067,618.089905,367.406067,618.089905,0,1,0,0,0
1720,'2023/06/13 10:16:58:274',3,343.297791,494.67041,343.297791,494.67041,0,1,0,0,0
1721,'2023/06/13 10:16:58:295',3,353.014313,455.351227,353.014313,455.351227,0,1,0,0,0
1722,'2023/06/13 10:16:58:318',3,367.097992,458.43158,367.097992,458.43158,0,1,0,0,0
1723,'2023/06/13 10:16:58:340',3,0,0,357.706818,521.567627,0,1,0,0,0
1724,'2023/06/13 10:16:58:366',3,0,0,0,0,0,1,0,0,0
1725,'2023/06/13 10:16:58:385',3,0,0,0,0,0,1,0,0,0
1726,'2023/06/13 10:16:58:410',3,0,0,0,0,0,1,0,0,0
1727,'2023/06/13 10:16:58:435',3,0,0,0,0,0,1,0,0,0
1728,'2023/06/13 10:16:58:456',3,374.291992,601.7005,374.291992,601.7005,0,1,0,0,0
1729,'2023/06/13 10:16:58:484',3,352.272461,432.009399,352.272461,432.009399,0,1,0,0,0
1730,'2023/06/13 10:16:58:503',3,0,0,0,0,0,1,0,0,0
1731,'2023/06/13 10:16:58:529',3,358.22345,452.190796,358.22345,452.190796,0,1,0,0,0
1732,'2023/06/13 10:16:58:546',3,389.840973,426.361053,389.840973,426.361053,0,1,0,0,0
1733,'2023/06/13 10:16:58:569',3,0,0,0,0,0,1,0,0,0
1734,'2023/06/13 10:16:58:596',3,359.933868,630.24176,359.933868,630.24176,0,1,0,0,0
1735,'2023/06/13 10:16:58:617',3,331.122498,599.865784,331.122498,599.865784,0,0.6,0,0,0
1736,'2023/06/13 10:16:58:643',3,357.238342,615.810425,357.238342,615.810425,0,0,0,0,0
1737,'2023/06/13 10:16:58:661',3,0,0,0,0,0,0,0,0,0
1738,'2023/06/13 10:16:58:687',3,363.176483,666.214355,363.176483,666.214355,0,0,0,0,0
1739,'2023/06/13 10:16:58:710',3,0,0,0,0,0,0,0,0,0
1740,'2023/06/13 10:16:58:735',3,405.238251,1709.60022,405.238251,1709.60022,0,0,0,0,0
1741,'2023/06/13 10:16:58:762',3,0,0,417.214447,1165.004883,0,0,0,0,0
1742,'2023/06/13 10:16:58:785',3,0,0,334.129791,1212.200562,0,0,0,0,0
1743,'2023/06/13 10:16:58:805',3,396.271851,1056.504517,396.271851,1056.504517,0,0,0,0,0
1744,'2023/06/13 10:16:58:830',3,0,0,0,0,0,0,0,0,0
1745,'2023/06/13 10:16:58:849',3,0,0,0,0,0,0,0,0,0
1746,'2023/06/13 10:16:58:876',3,0,0,0,0,0,0,0,0,0
1747,'2023/06/13 10:16:58:895',3,0,0,0,0,0,0,0,0,0
1748,'2023/06/13 10:16:58:922',3,0,0,0,0,0,0,0,0,0
1749,'2023/06/13 10:16:58:946',3,0,0,0,0,0,0,0,0,0
1750,'2023/06/13 10:16:58:966',3,0,0,0,0,0,0,0,0,0
1751,'2023/06/13 10:16:58:990',3,0,0,0,0,0,0,0,0,0
1752,'2023/06/13 10:16:59:016',3,0,0,0,0,0,0,0,0,0
1753,'2023/06/13 10:16:59:035',3,0,0,0,0,0,0,0,0,0
1754,'2023/06/13 10:16:59:061',3,0,0,0,0,0,0,0,0,0
1755,'2023/06/13 10:16:59:086',3,313.961395,876.930176,313.961395,876.930176,0,0,0,0,0
1756,'2023/06/13 10:16:59:105',3,0,0,0,0,0,0,0,0,0
1757,'2023/06/13 10:16:59:128',3,0,0,0,0,0,0,0,0,0
1758,'2023/06/13 10:16:59:153',3,0,0,0,0,0,0,0,0,0
1759,'2023/06/13 10:16:59:178',3,0,0,0,0,0,0,0,0,0
1760,'2023/06/13 10:16:59:197',3,0,0,0,0,0,0,0,0,0
1761,'2023/06/13 10:16:59:224',3,420.705658,1009.611633,420.705658,1009.611633,0,0,0,0,0
1762,'2023/06/13 10:16:59:247',3,0,0,0,0,0,0,0,0,0
1763,'2023/06/13 10:16:59:267',3,0,0,0,0,0,0,0,0,0
1764,'2023/06/13 10:16:59:293',3,0,0,0,0,0,0,0,0,0
1765,'2023/06/13 10:16:59:318',3,0,0,0,0,0,0,0,0,0
1766,'2023/06/13 10:16:59:339',3,0,0,0,0,0,0,0,0,0
1767,'2023/06/13 10:16:59:363',3,0,0,0,0,0,0,0,0,0
1768,'2023/06/13 10:16:59:388',3,0,0,0,0,0,0,0,0,0
1769,'2023/06/13 10:16:59:408',3,0,0,0,0,0,0,0,0,0
1770,'2023/06/13 10:16:59:428',3,0,0,0,0,0,0,0,0,0
1771,'2023/06/13 10:16:59:454',3,0,0,0,0,0,0,0,0,0
1772,'2023/06/13 10:16:59:479',3,0,0,0,0,0,0,0,0,0
1773,'2023/06/13 10:16:59:499',3,0,0,0,0,0,0,0,0,0
1774,'2023/06/13 10:16:59:525',3,0,0,0,0,0,0,0,0,0
1775,'2023/06/13 10:16:59:545',3,0,0,0,0,0,0,0,0,0
1776,'2023/06/13 10:16:59:569',3,0,0,0,0,0,0,0,0,0
1777,'2023/06/13 10:16:59:595',3,0,0,0,0,0,0,0,0,0
1778,'2023/06/13 10:16:59:614',3,0,0,0,0,0,0.81,0,0,0
1779,'2023/06/13 10:16:59:638',3,0,0,0,0,0,1,0,0,0
1780,'2023/06/13 10:16:59:662',3,0,0,0,0,0,1,0,0,0
1781,'2023/06/13 10:16:59:689',3,361.283783,517.368896,361.283783,517.368896,0,1,0,0,0
1782,'2023/06/13 10:16:59:710',3,352.698547,466.0737,352.698547,466.0737,0,1,0,0,0
1783,'2023/06/13 10:16:59:737',3,327.666656,599.238342,327.666656,599.238342,0,1,0,0,0
1784,'2023/06/13 10:16:59:756',3,0,0,0,0,0,1,0,0,0
1785,'2023/06/13 10:16:59:781',3,337.86084,687.896729,337.86084,687.896729,0,1,0,0,0
1786,'2023/06/13 10:16:59:801',3,0,0,0,0,0,1,0,0,0
1787,'2023/06/13 10:16:59:827',3,0,0,0,0,0,1,0,0,0
1788,'2023/06/13 10:16:59:850',3,390.926392,564.6875,390.926392,564.6875,0,1,0,0,0
1789,'2023/06/13 10:16:59:873',3,353.791962,622.104248,353.791962,622.104248,0,1,0,0,0
1790,'2023/06/13 10:16:59:897',3,315.309143,595.967957,315.309143,595.967957,0,1,0,0,0
1791,'2023/06/13 10:16:59:918',3,324.808655,473.189056,324.808655,473.189056,0,1,0,0,0
1792,'2023/06/13 10:16:59:944',3,0,0,0,0,0,1,0,0,0
1793,'2023/06/13 10:16:59:968',3,362.832764,494.18692,362.832764,494.18692,0,1,0,0,0
1794,'2023/06/13 10:16:59:989',3,0,0,378.575195,516.457336,0,1,0,0,0
1795,'2023/06/13 10:17:00:018',3,349.85318,670.497803,349.85318,670.497803,0,1,0,0,0
1796,'2023/06/13 10:17:00:039',3,340.052826,738.452209,340.052826,738.452209,0,1,0,0,0
1797,'2023/06/13 10:17:00:059',3,324.809814,614.705261,324.809814,614.705261,0,1,0,0,0
1798,'2023/06/13 10:17:00:082',3,0,0,0,0,0,1,0,0,0
1799,'2023/06/13 10:17:00:107',3,0,0,0,0,0,1,0,0,0
1800,'2023/06/13 10:17:00:128',3,0,0,0,0,0,1,0,0,0
1801,'2023/06/13 10:17:00:150',3,0,0,0,0,0,1,0,0,0
1802,'2023/06/13 10:17:00:174',3,0,0,0,0,0,1,0,0,0
1803,'2023/06/13 10:17:00:201',3,0,0,340.119751,585.718689,0,1,0,0,0
1804,'2023/06/13 10:17:00:221',3,357.204803,690.972412,357.204803,690.972412,0,1,0,0,0
1805,'2023/06/13 10:17:00:245',3,0,0,0,0,0,1,0,0,0
1806,'2023/06/13 10:17:00:269',3,333.570801,667.385132,333.570801,667.385132,0,0.7,0,0,0
1807,'2023/06/13 10:17:00:290',3,429.867371,556.519226,429.867371,556.519226,0,0.17,0,0,0
1808,'2023/06/13 10:17:00:316',3,0,0,0,0,0,0,0,0,0
1809,'2023/06/13 10:17:00:337',3,304.438568,453.47287,304.438568,453.47287,0,0,0,0,0
1810,'2023/06/13 10:17:00:363',3,500.523102,1083.188232,500.523102,1083.188232,0,0,0,0,0
1811,'2023/06/13 10:17:00:384',3,0,0,389.91687,987.343689,0,0,0,0,0
1812,'2023/06/13 10:17:00:408',3,0,0,0,0,0,0,0,0,0
1813,'2023/06/13 10:17:00:428',3,0,0,0,0,0,0,0,0,0
1814,'2023/06/13 10:17:00:452',3,0,0,0,0,0,0,0,0,0
1815,'2023/06/13 10:17:00:477',3,0,0,0,0,0,0,0,0,0
1816,'2023/06/13 10:17:00:498',3,0,0,0,0,0,0,0,0,0
1817,'2023/06/13 10:17:00:523',3,0,0,0,0,0,0,0,0,0
1818,'2023/06/13 10:17:00:549',3,0,0,0,0,0,0,0,0,0
1819,'2023/06/13 10:17:00:569',3,0,0,0,0,0,0,0,0,0
1820,'2023/06/13 10:17:00:595',3,0,0,0,0,0,0,0,0,0
1821,'2023/06/13 10:17:00:614',3,0,0,0,0,0,0,0,0,0
1822,'2023/06/13 10:17:00:643',3,631.639893,1210.114258,631.639893,1210.114258,0,0,0,0,0
1823,'2023/06/13 10:17:00:662',3,0,0,0,0,0,0,0,0,0
1824,'2023/06/13 10:17:00:688',3,0,0,0,0,0,0,0,0,0
1825,'2023/06/13 10:17:00:709',3,337.911072,1079.982666,337.911072,1079.982666,0,0,0,0,0
1826,'2023/06/13 10:17:00:731',3,336.320953,987.85022,336.320953,987.85022,0,0,0,0,0
1827,'2023/06/13 10:17:00:758',3,452.887604,1136.75061,452.887604,1136.75061,0,0,0,0,0
1828,'2023/06/13 10:17:00:778',3,0,0,346.559418,1010.509583,0,0,0,0,0
1829,'2023/06/13 10:17:00:802',3,0,0,0,0,0,0,0,0,0
1830,'2023/06/13 10:17:00:827',3,0,0,0,0,0,0,0,0,0
1831,'2023/06/13 10:17:00:846',3,0,0,0,0,0,0,0,0,0
1832,'2023/06/13 10:17:00:871',3,0,0,0,0,0,0,0,0,0
1833,'2023/06/13 10:17:00:897',3,0,0,0,0,0,0,0,0,0
1834,'2023/06/13 10:17:00:918',3,396.773834,871.226746,396.773834,871.226746,0,0,0,0,0
1835,'2023/06/13 10:17:00:938',3,0,0,0,0,0,0,0,0,0
1836,'2023/06/13 10:17:00:962',3,0,0,0,0,0,0,0,0,0
1837,'2023/06/13 10:17:00:989',3,330.363892,879.929016,330.363892,879.929016,0,0,0,0,0
1838,'2023/06/13 10:17:01:009',3,0,0,0,0,0,0,0,0,0
1839,'2023/06/13 10:17:01:035',3,0,0,0,0,0,0,0,0,0
1840,'2023/06/13 10:17:01:060',3,0,0,0,0,0,0,0,0,0
1841,'2023/06/13 10:17:01:078',3,0,0,0,0,0,0,0,0,0
1842,'2023/06/13 10:17:01:101',3,0,0,0,0,0,0.12,0,0,0
1843,'2023/06/13 10:17:01:126',3,0,0,0,0,0,0.39,0,0,0
1844,'2023/06/13 10:17:01:153',3,345.812683,1035.154297,345.812683,1035.154297,0,0.85,0,0,0
1845,'2023/06/13 10:17:01:172',3,0,0,0,0,0,1,0,0,0
1846,'2023/06/13 10:17:01:197',3,0,0,0,0,0,1,0,0,0
1847,'2023/06/13 10:17:01:222',3,0,0,0,0,0,1,0,0,0
1848,'2023/06/13 10:17:01:240',3,0,0,0,0,0,1,0,0,0
1849,'2023/06/13 10:17:01:264',3,0,0,0,0,0,1,0,0,0
1850,'2023/06/13 10:17:01:291',3,0,0,0,0,0,1,0,0,0
1851,'2023/06/13 10:17:01:312',3,0,0,0,0,0,1,0,0,0
1852,'2023/06/13 10:17:01:338',3,0,0,0,0,0,1,0,0,0
1853,'2023/06/13 10:17:01:360',3,343.018158,507.489532,343.018158,507.489532,0,1,0,0,0
1854,'2023/06/13 10:17:01:381',3,399.961884,595.184204,399.961884,595.184204,0,1,0,0,0
1855,'2023/06/13 10:17:01:409',3,0,0,0,0,0,1,0,0,0
1856,'2023/06/13 10:17:01:432',3,359.2565,471.077942,359.2565,471.077942,0,1,0,0,0
1857,'2023/06/13 10:17:01:453',3,348.028137,450.770172,348.028137,450.770172,0,1,0,0,0
1858,'2023/06/13 10:17:01:479',3,337.173859,391.626587,337.173859,391.626587,0,1,0,0,0
1859,'2023/06/13 10:17:01:500',3,0,0,292.436829,361.253815,0,1,0,0,0
1860,'2023/06/13 10:17:01:523',3,0,0,0,0,0,0.56,0,0,0
1861,'2023/06/13 10:17:01:548',3,245.721024,640.600891,245.721024,640.600891,0,0,0,0,0
1862,'2023/06/13 10:17:01:571',3,359.537445,925.648071,359.537445,925.648071,0,0,0,0,0
1863,'2023/06/13 10:17:01:591',3,0,0,0,0,0,0,0,0,0
1864,'2023/06/13 10:17:01:617',3,370.633423,1004.04248,370.633423,1004.04248,0,0,0,0,0
1865,'2023/06/13 10:17:01:639',3,382.559784,1047.491821,382.559784,1047.491821,0,0,0,0,0
1866,'2023/06/13 10:17:01:660',3,0,0,0,0,0,0,0,0,0
1867,'2023/06/13 10:17:01:686',3,357.657379,766.806213,357.657379,766.806213,0,0,0,0,0
1868,'2023/06/13 10:17:01:706',3,0,0,0,0,0,0,0,0,0
1869,'2023/06/13 10:17:01:732',3,0,0,0,0,0,0,0,0,0
1870,'2023/06/13 10:17:01:752',3,0,0,0,0,0,0,0,0,0
1871,'2023/06/13 10:17:01:779',3,287.484467,872.254211,287.484467,872.254211,0,0,0,0,0
1872,'2023/06/13 10:17:01:799',3,0,0,0,0,0,0,0,0,0
1873,'2023/06/13 10:17:01:825',3,321.321472,1136.740723,321.321472,1136.740723,0,0,0,0,0
1874,'2023/06/13 10:17:01:844',3,0,0,0,0,0,0,0,0,0
1875,'2023/06/13 10:17:01:871',3,495.622589,1119.505127,495.622589,1119.505127,0,0,0,0,0
1876,'2023/06/13 10:17:01:891',3,0,0,0,0,0,0,0,0,0
1877,'2023/06/13 10:17:01:917',3,0,0,0,0,0,0,0,0,0
1878,'2023/06/13 10:17:01:938',3,0,0,0,0,0,0,0,0,0
1879,'2023/06/13 10:17:01:963',3,0,0,0,0,0,0,0,0,0
1880,'2023/06/13 10:17:01:984',3,0,0,0,0,0,0,0,0,0
1881,'2023/06/13 10:17:02:011',3,240.563705,732.248962,240.563705,732.248962,0,0,0,0,0
1882,'2023/06/13 10:17:02:030',3,0,0,0,0,0,0,0,0,0
1883,'2023/06/13 10:17:02:055',3,845.093994,1754.653442,845.093994,1754.653442,0,0,0,0,0
1884,'2023/06/13 10:17:02:079',3,0,0,0,0,0,0,0,0,0
1885,'2023/06/13 10:17:02:104',3,0,0,0,0,0,0,0,0,0
1886,'2023/06/13 10:17:02:122',3,0,0,0,0,0,0,0,0,0
1887,'2023/06/13 10:17:02:147',3,0,0,0,0,0,0.57,0,0,0
1888,'2023/06/13 10:17:02:171',3,0,0,0,0,0,0.81,0,0,0
1889,'2023/06/13 10:17:02:194',3,0,0,0,0,0,0.91,0,0,0
1890,'2023/06/13 10:17:02:218',3,441.073273,914.030396,441.073273,914.030396,0,0.93,0,0,0
1891,'2023/06/13 10:17:02:242',3,0,0,0,0,0,0.93,0,0,0
1892,'2023/06/13 10:17:02:261',3,0,0,0,0,0,0.93,0,0,0
1893,'2023/06/13 10:17:02:288',3,0,0,0,0,0,0.93,0,0,0
1894,'2023/06/13 10:17:02:310',3,0,0,0,0,0,0.93,0,0,0
1895,'2023/06/13 10:17:02:334',3,0,0,0,0,0,0.94,0,0,0
1896,'2023/06/13 10:17:02:360',3,0,0,0,0,0,0.94,0,0,0
